class,precision,recall,f1,specificity
0,0.6861979166666666,0.8247261345852895,0.7491115849324804,0.7630285152409046
1,0.28125,0.27364864864864863,0.2773972602739726,0.8477941176470588
2,0.6786786786786787,0.5055928411633109,0.5794871794871795,0.9114971050454922
3,0.8093023255813954,0.7802690582959642,0.7945205479452054,0.9713886950453594
4,0.8461538461538461,0.8627450980392157,0.8543689320388349,0.9950155763239875
