metric,value
accuracy,0.6352657004830918
precision_macro,0.6603165534161174
recall_macro,0.6493963561464857
f1_macro,0.6509771009355346
specificity_macro,0.8977448018605605
auroc_macro_ovr,0.8739400722213657
