class,precision,recall,f1,specificity
0,0.5964740450538688,0.9530516431924883,0.7337349397590361,0.5948869223205506
1,0.3162393162393162,0.125,0.1791767554479419,0.9411764705882353
2,0.7558139534883721,0.14541387024608501,0.24390243902439024,0.9826302729528535
3,0.5452127659574468,0.9192825112107623,0.6844741235392321,0.8806699232379623
4,0.7678571428571429,0.8431372549019608,0.8037383177570093,0.9919003115264797
