class,precision,recall,f1,specificity
0,0.5881226053639846,0.9608763693270735,0.7296494355317885,0.5771878072763028
1,0.27906976744186046,0.08108108108108109,0.1256544502617801,0.9544117647058824
2,0.75,0.2751677852348993,0.4026186579378069,0.9660876757650951
3,0.6447368421052632,0.8789237668161435,0.7438330170777988,0.9246336357292394
4,0.7758620689655172,0.8823529411764706,0.8256880733944955,0.9919003115264797
