class,precision,recall,f1,specificity
0,0.5843023255813954,0.9436619718309859,0.7217235188509874,0.5781710914454278
1,0.26515151515151514,0.11824324324324324,0.16355140186915887,0.9286764705882353
2,0.7009345794392523,0.33557046979865773,0.45385779122541603,0.9470636889991728
3,0.7634854771784232,0.8251121076233184,0.7931034482758621,0.9602233077459874
4,0.972972972972973,0.7058823529411765,0.8181818181818182,0.9993769470404984
