class,precision,recall,f1,specificity
0,0.5694945848375451,0.9874804381846636,0.7223812249570692,0.5309734513274337
1,0.4230769230769231,0.037162162162162164,0.06832298136645963,0.9889705882352942
2,0.7947019867549668,0.2684563758389262,0.4013377926421405,0.9743589743589743
3,0.6386292834890965,0.9192825112107623,0.7536764705882353,0.9190509420795534
4,0.84,0.8235294117647058,0.8316831683168316,0.9950155763239875
