class,precision,recall,f1,specificity
0,0.6689373297002725,0.7683881064162754,0.7152221412964311,0.7610619469026548
1,0.3130699088145897,0.34797297297297297,0.3296,0.8338235294117647
2,0.636094674556213,0.4809843400447427,0.5477707006369427,0.8982630272952854
3,0.8238095238095238,0.7757847533632287,0.7990762124711316,0.9741800418702024
4,0.8888888888888888,0.7843137254901961,0.8333333333333334,0.9968847352024922
