class,precision,recall,f1,specificity
0,0.6625155666251556,0.8325508607198748,0.7378640776699029,0.7335299901671584
1,0.30566037735849055,0.27364864864864863,0.2887700534759358,0.8647058823529412
2,0.6268656716417911,0.4697986577181208,0.5370843989769821,0.8966087675765095
3,0.803030303030303,0.7130044843049327,0.7553444180522565,0.9727843684577809
4,0.7636363636363637,0.8235294117647058,0.7924528301886793,0.9919003115264797
