class,precision,recall,f1,specificity
0,0.7064606741573034,0.7871674491392802,0.7446336047372317,0.7944936086529006
1,0.30049261083743845,0.41216216216216217,0.3475783475783476,0.7911764705882353
2,0.6897810218978102,0.4228187919463087,0.5242718446601942,0.9296939619520265
3,0.7962962962962963,0.7713004484304933,0.7835990888382688,0.9692951849267272
4,0.8125,0.7647058823529411,0.7878787878787878,0.994392523364486
