accuracy,precision_macro,recall_macro,f1_macro,specificity_macro,auroc_macro,fold,split,val_loss
0.663890991672975,0.6557148570091196,0.6800563572462872,0.6629524325842898,0.9106386828833951,0.7928311077905728,1,val,1.3573350567063267
0.6540499621498864,0.6559713271273422,0.6658321207851738,0.6539060513253763,0.9062870351777302,0.7839398268555278,2,val,1.4598819117578568
0.6532929598788796,0.6659395197611956,0.6922886502128527,0.6754034611701122,0.9057958030445672,0.7985827524223744,3,val,1.1512871145931363
0.6404239212717638,0.6272306918735668,0.6592105949271106,0.6317219871202813,0.9064277920685988,0.7781508741673877,4,val,1.344302786199727
0.6409090909090909,0.5871560811093038,0.6491426385431651,0.5943515055354064,0.9093030437190025,0.772441883861878,5,val,1.1200749184146073
0.6799516908212561,0.6595472471164652,0.7023397634565537,0.673890160847919,0.9157960381384006,0.8066405542435341,1,test_TTA,1.1173858292724774
