accuracy,precision_macro,recall_macro,f1_macro,specificity_macro,auroc_macro,fold,split,val_loss
0.6608629825889477,0.6516756899257453,0.6998285368115313,0.6689146262024874,0.9084982475369512,0.8037997517786749,1,val,1.175989717357904
0.6010598031794095,0.6254911949389594,0.6684009545172704,0.6361365389304,0.8915338452248409,0.781833710092475,2,val,1.3764984133025175
0.6464799394398183,0.6852192223830482,0.6866365559884102,0.683873815836959,0.9029114262266368,0.7947960739570753,3,val,1.5221219578987717
0.6283118849356548,0.6579464913460422,0.6889757624703223,0.6686261784319298,0.8982322719825409,0.7954774253687651,4,val,1.4789417436139138
0.6310606060606061,0.642329916469653,0.6847751417789335,0.651791471862626,0.8988782830560688,0.7922602664398906,5,val,1.1199883789727183
0.6642512077294686,0.6480980646173745,0.7024738803742147,0.6671847316492818,0.9105581639058437,0.8052563359571581,1,test_TTA_single_tau,1.0249569401648886
0.6751207729468599,0.6917477377577917,0.7131234065099412,0.6979662160533989,0.9117214393995148,0.8126508347747485,-1,test_TTA_ensemble_tau,0.0
