accuracy,precision_macro,recall_macro,f1_macro,setting
0.3858695652173913,0.2272121212121212,0.20071831018884514,0.11397968044734656,zero_shot_pretrained
0.3967391304347826,0.1648679882656236,0.20845700601821218,0.13020351592795795,linear_head_pretrained
0.3858695652173913,0.07717391304347826,0.2,0.11137254901960784,clip_classifier_finetuned
0.3858695652173913,0.2272121212121212,0.20071831018884514,0.11397968044734656,zero_shot_finetuned
