accuracy,mae,precision_macro,recall_macro,f1_macro,specificity_macro,auroc_macro,fold,split,val_loss
0.6449659348978047,0.39439818319454956,0.49331502458095916,0.5201201098871631,0.5054343584091573,0.9038239703388967,0.7121537759140655,1,val,5.580819740338726
0.570779712339137,0.49659348978046935,0.31908284079181914,0.3797663285947848,0.34578426355692127,0.8873284628566825,0.6304462914458013,2,val,7.336948531581812
0.6502649507948524,0.40423921271763813,0.49116556782286114,0.5011385254581453,0.49434452201292667,0.9080795224475022,0.7015279597741825,3,val,5.801214414144627
0.5352006056018168,0.5246025738077215,0.320428228448905,0.37703686391363567,0.33786883758054365,0.8768956869269593,0.6262554504592804,4,val,7.774051799817486
0.6462121212121212,0.396969696969697,0.49668866375437626,0.5203772161730221,0.50537858359917,0.90471574973835,0.7124306470497979,5,val,5.496898930723017
0.6557971014492754,0.39371980676328505,0.48916866601616216,0.5035771509605682,0.49297704972854384,0.9115258167443347,0.7036382921136364,3,test,5.679590527715098
