setting,tau,accuracy,precision_macro,recall_macro,f1_macro
ViT_L16_CORAL_CLIPtext_TTA_tau,0.6100000000000001,0.6570048309178744,0.6525840961458874,0.6716465680191883,0.6572324929415472
