setting,tau,accuracy,precision_macro,recall_macro,f1_macro
ViT_L16_CORAL_CLIPdistill_TTA_tau,0.45000000000000007,0.660024154589372,0.6591345990617514,0.6976282011642937,0.6730147924005887
