accuracy,precision_macro,recall_macro,f1_macro,specificity_macro,auroc_macro,fold,split,val_loss,val_acc
0.6616199848599545,0.6857882898703366,0.6672216815311378,0.6758052125618738,0.9065698935942792,0.7867046559969854,1,val,1.2500161016321825,0.6616199848599545
0.6010598031794095,0.6812423979511146,0.6558915945104404,0.6571910359447217,0.8910780497828308,0.775662414217597,2,val,0.9967612709630108,0.6010598031794095
0.6419379258137774,0.6859879827992503,0.6210198747375282,0.6417095211365018,0.901890835834625,0.761440444422363,3,val,1.136338566420748,0.6419379258137774
0.6691900075700227,0.6891770197159615,0.6635447505075381,0.6752133706495871,0.9095644908452972,0.7862864973811339,4,val,0.8461827854463728,0.6691900075700227
0.6393939393939394,0.640441310429806,0.6366340578982365,0.6303339066313163,0.9049536735636629,0.7658867515661456,5,val,1.146905656125058,0.6393939393939394
0.6612318840579711,0.678789690176135,0.6819381035004041,0.6797179414036156,0.9074405482973272,0.794548169974316,4,test_single_bestfold,0.8532791323093742,0.6612318840579711
